"seller_id","seller_name","url","description","email","password","account_number","bank_name"
"S1212000114461","Premium Square","https://www.PremiumSquareuyC.com","Discover the world of:  School & Education, Health & Sports, Beauty & Grooming .","Premium Square@hotmail.com","f5a88835e1fd425bea4a2452f6b84df9c77aeef53bc486da212351bfa8c3ffdc","57341944","Lloyds"
"S1212000115335","Trusted Empire","https://www.TrustedEmpiretCm.com","Curating the best of:  Women's Fashion .","Trusted Empire@yahoo.com","2d7f6d2b907addf214d5ca5b1074fdf30d620decc5764dcfe666b57b00218a14","86198998","Natwest"
"S1212000116709","Ultimate Palace","https://www.UltimatePalacemI2.com","Curating the best of:  Women's Fashion, Mobiles & Tablets, Entertainment .","Ultimate Palace@aol.com","66a8c6c00ebe47aec578402bf1e200fae751e6dd0984bf90da3c575c16237d83","99600865","Natwest"
"S1212000117429","Splendid Territory","https://www.SplendidTerritoryZe3.com","Unleash your passion for:  Health & Sports .","Splendid Territory@hotmail.com","96e79479dda488fdebc072aecb1e0714653d6ba10b289a5e9fbcbaeece174e6a","23633606","Lloyds"
"S1212000118825","Smart Fortress","https://www.SmartFortressmwB.com","Empowering you with:  School & Education, Health & Sports, Kids & Baby .","Smart Fortress@aol.com","6e4568fb14382f56af7d7af3b02638f86a8a2f8b1011f75c595edde80362a9ad","17402606","Lloyds"
"S1212000119226","Dynamic Empire","https://www.DynamicEmpireRh9.com","Fulfilling your needs for:  Health & Sports .","Dynamic Empire@gmail.com","f20f72550ec20519672349725d855ed6d6495a83fe1e33dcbfbeea6709aa375d","71598606","HSBC"
"S1212000120311","Unique Emporium","https://www.UniqueEmporiumLxp.com","Where passion meets:  Health & Sports .","Unique Emporium@yahoo.com","aac52d17056682493f20d134f7079a7399f3e323162a797c4a084b1207815e38","60127028","Lloyds"
"S1212000121785","Dynamic Arena","https://www.DynamicArenakwD.com","Connecting you to:  Entertainment, Mobiles & Tablets .","Dynamic Arena@outlook.com","21e19894b1e89357e2cc784a50b6dd8c7daf8a4af38c2a6bc2f009c7b019afd1","33723419","HSBC"
"S1212000122884","Sustainable Traders","https://www.SustainableTradersFAR.com","Your destination for finding:  Mobiles & Tablets .","Sustainable Traders@gmail.com","0df3b6ca1c2d4e4bc0c560800d981c59417a5c36e14aa2c481da1085b8203f49","36538672","HSBC"
"S1212000123913","Exquisite Grove","https://www.ExquisiteGroveVoa.com","Elevating everyday life with:  Men's Fashion, Entertainment, Home & Living .","Exquisite Grove@gmail.com","b50a8d3fbf800695bff8d3c4cad20c657ac263db62160c6cd65d3e7d0809cb2b","76610640","Natwest"
"S1212000124409","Dynamic Shops","https://www.DynamicShops1Rj.com","Where elegance meets:  Health & Sports, Mobiles & Tablets .","Dynamic Shops@outlook.com","d1d236ac1ef3ab2fbb3185d5afdfa1a73c2f45849ab17adac84061246afa4584","14550773","Lloyds"
"S1212000125843","Majestic Spot","https://www.MajesticSpotvPJ.com","Unveiling the beauty of:  Men's Fashion, Books, Women's Fashion .","Majestic Spot@yahoo.com","efd1235842bfed1f3fc3f102fc6a6d1a506c1e92e8059ec82034766bd280a0bc","88302255","Natwest"
"S1212000126977","Harmonious Galaxy","https://www.HarmoniousGalaxyOyD.com","Where tradition meets:  Health & Sports, Kids & Baby .","Harmonious Galaxy@hotmail.com","b2ba5e8cce46b4f063b918c1d6622669a3c05bc43708c7a46eff56895d92b012","46986599","HSBC"
"S1212000127342","Vintage Base","https://www.VintageBase5ZK.com","Crafting memories with:  Appliances, Computing .","Vintage Base@aol.com","8415115acf3efcb2f99b38fdd557f4618f7bcb557df65000f975a39aab79c7b7","92267364","HSBC"
"S1212000128961","Supreme Distributors","https://www.SupremeDistributorsAis.com","Where adventure awaits in:  Mobiles & Tablets, Home & Living .","Supreme Distributors@outlook.com","6cdf533e666daa713aeac1c529d4ddc3c617800996ec2c37f5951751582499a0","00301381","Natwest"
"S1212000129946","Premier Base","https://www.PremierBaseIHw.com","Weaving dreams with:  Home & Living, School & Education, Entertainment .","Premier Base@hotmail.com","f43ce9c362b2ffe5aaa3f73cbbc957e839864e472b576cc905a36d997dcb1358","92459058","HSBC"
"S1212000130891","Reliable Galaxy","https://www.ReliableGalaxyloW.com","Transforming lives through:  Books .","Reliable Galaxy@aol.com","47f9919210c4d846ba6aef500367faa2d7e6fa973de314dc0b00884815c4fc4b","40571833","Santander"
"S1212000131212","Dynamic Galaxy","https://www.DynamicGalaxyICg.com","Discover the world of:  Superstore .","Dynamic Galaxy@outlook.com","97bf855155656cb1776ea99bbb627862a7f7054bfb7180cf4a3f9a2d9bb092a3","89493312","Natwest"
"S1212000132718","Unique Place","https://www.UniquePlaceCST.com","Weaving dreams with:  Kids & Baby, Home & Living .","Unique Place@gmail.com","4f7212c3b5bf01156b2f7b7cb9987ca4bc8b884f38ab98edb0dc3f159c620ff3","34720126","HSBC"
"S1212000133576","Elegant Tower","https://www.ElegantTowerH88.com","Your one-stop shop for:  Appliances, Kids & Baby, School & Education .","Elegant Tower@aol.com","38f620ba9a862be7e7c7fed8ee939ddb9951e313d5bb2c720e007d23f7ecae10","22693701","Lloyds"
"S1212000134250","Fashionable Traders","https://www.FashionableTradersiU0.com","Unlocking the potential of:  Men's Fashion, School & Education, Appliances .","Fashionable Traders@yahoo.com","9e8cd8bdb3a7465c021c0116ff20904ba34f761eec91da95d3d9a3e2f5b7a2a5","39125518","Santander"
"S1212000135765","Eco-friendly Arena","https://www.Eco-friendlyArenaajO.com","A seller that deals with:  Health & Sports .","Eco-friendly Arena@hotmail.com","5d59f8540042ebd6e9ff3e7da6bdb21e350b95f219c2ac9524a10643e56709cd","41412430","Natwest"
"S1212000136713","Smart Place","https://www.SmartPlaceOMX.com","Fulfilling your needs for:  Entertainment, Mobiles & Tablets .","Smart Place@yahoo.com","bf51084fc10b577c5e1bf68f70cb3a943a6cffcd82d7cb7f3696d1e0f38e13e7","52005298","Lloyds"
"S1212000137866","Elite Sanctuary","https://www.EliteSanctuaryR3w.com","Crafting dreams with:  Books .","Elite Sanctuary@gmail.com","1b8e5cc5398fc7d7a6c25ba290ee2bf1d80aa5f4974a70ac65b76f29448ec154","16199714","Natwest"
"S1212000138259","Eco-friendly Spot","https://www.Eco-friendlySpotfFM.com","Transforming lives through:  Mobiles & Tablets, Computing, Kids & Baby .","Eco-friendly Spot@aol.com","ba57242363ee1e87228782e6266f3ff01824ccb90406b16e208ab974c34fd9da","48294049","Lloyds"
"S1212000139490","Elegant Fortress","https://www.ElegantFortress8pz.com","Where adventure awaits in:  Men's Fashion, Entertainment .","Elegant Fortress@yahoo.com","9ed10c9585f370480755d7599abd281df646414886bcedf5eac2a7f7e50b93c2","44719576","Natwest"
"S1212000140254","Smart Base","https://www.SmartBasepbH.com","Elevating your experience with:  Appliances .","Smart Base@aol.com","f274d608a0086bb901973f91018a6434e957d21a60fd0291d719891e76ff6522","84790190","HSBC"
"S1212000141525","Supreme Territory","https://www.SupremeTerritorynDB.com","A seller that deals with:  Mobiles & Tablets, Men's Fashion .","Supreme Territory@gmail.com","0cdfc67ce8e19dac3cd0a380d29c2602219163f87d03c675252fbc29479261ec","22295197","Barclays"
"S1212000142104","Supreme Stores","https://www.SupremeStoresuw5.com","Unveiling the beauty of:  Appliances, Beauty & Grooming, School & Education .","Supreme Stores@gmail.com","397533ec019301d287abe8e7f334a2d037ef705e0249e42884ca169cc8dcfe83","81267448","Natwest"
"S1212000144883","Global Outlet","https://www.GlobalOutletMfd.com","Inspiring greatness with:  Beauty & Grooming, Computing .","Global Outlet@hotmail.com","e8aaab3a79da6e9a3ef4a4a9437b85ba824a0887c99ed1c889680f57a148a595","82150102","Lloyds"
"S1212000145379","Supreme Bazaar","https://www.SupremeBazaarcT6.com","Where innovation thrives:  Men's Fashion .","Supreme Bazaar@yahoo.com","49aaabcf4ee54b0d134ea2e30f22aa0b624f901eb92b3775373e510ece26d107","61117884","Santander"
"S1212000146899","Fantastic Stores","https://www.FantasticStoresYTV.com","Where style meets substance:  Mobiles & Tablets .","Fantastic Stores@gmail.com","475b9155f2b32eb1ef139de6a5b84578224c4c4580890f342939b70c2b2cf994","53292726","HSBC"
"S1212000147888","Splendid Traders","https://www.SplendidTradersjBl.com","Experience the magic of:  Computing .","Splendid Traders@gmail.com","2cde25af7a367d6be2f6dda3ce1355bef4be861824679d4940d8ceb957594e76","82326666","Lloyds"
"S1212000148666","Splendid Tower","https://www.SplendidTowerXca.com","Where style meets substance:  Health & Sports, Superstore, School & Education .","Splendid Tower@gmail.com","d7a6c5ce26d135942802ad1893b4f8255f1c7474c3b3fdefcdded080e85c6efc","57433811","Santander"
"S1212000149942","Opulent Room","https://www.OpulentRoomRWG.com","Inspiring greatness with:  Superstore, Home & Living .","Opulent Room@hotmail.com","f322a9e03800a9224d2a2aab3bd1324eb0a0b2e9e06815ff5917f8b0fa84fc7c","62083801","Barclays"
"S1212000150337","Modern Hive","https://www.ModernHiveJYm.com","Unleashing potential through:  School & Education, Beauty & Grooming, Appliances .","Modern Hive@gmail.com","2dadc2d78a2089a177a69f0aca293b80870b0406a49e43d6ca6607c8b8db64e9","08226731","Santander"
"S1212000151863","Inspiring Empire","https://www.InspiringEmpireXom.com","Where quality meets:  Health & Sports, Computing .","Inspiring Empire@outlook.com","bc9f478b9bed3dfc216b6d88c8a55590735adbb3c9f89447ac5cbdd2ca9248ec","50522843","Natwest"
"S1212000152438","Innovative Hive","https://www.InnovativeHiveTD2.com","Capturing the essence of:  Women's Fashion .","Innovative Hive@yahoo.com","db0c01c4b3413fe43df90b945bc0f7808d95954ede32215904ac75b1dc417030","24262203","HSBC"
"S1212000153138","Stylish Depot","https://www.StylishDepotrRX.com","Where passion meets:  Women's Fashion .","Stylish Depot@gmail.com","eb473b72355e6adf8507177806501d75801995bd8da16e5738f007800be82777","54961790","Barclays"
"S1212000154921","Fashionable Room","https://www.FashionableRoomMzJ.com","Empowering you with:  Mobiles & Tablets, Kids & Baby .","Fashionable Room@gmail.com","5a323aeaa0113cfc01bc66ebf449edc5f677ec63af5a530220ea7bfc76959ecd","94818799","Barclays"
"S1212000155236","Supreme Plaza","https://www.SupremePlazaJ34.com","Setting the standard with:  Mobiles & Tablets, Home & Living .","Supreme Plaza@aol.com","993f6f0e6e8e0d5f06f31ca5729ef90359c39a4d495e43b5c8bb0d794238652f","35678861","Lloyds"
"S1212000156554","Stylish Depot","https://www.StylishDepotcyk.com","Creating wonders with:  Women's Fashion, Books .","Stylish Depot@aol.com","e858e10a2e3acbefb7fb8e4ce5e14fd49528b37229fb6507cb8ed5377e48bc5b","50477308","Lloyds"
"S1212000157837","Quality Cave","https://www.QualityCaveYDp.com","Unlocking the potential of:  Beauty & Grooming .","Quality Cave@hotmail.com","42b54f7d4175bcc1c61402d4a24430aeea1baf0f3f01e281eee8cf59ed7cd663","01139047","Natwest"
"S1212000158659","Exquisite Grove","https://www.ExquisiteGroveUkL.com","Unleash your passion for:  Mobiles & Tablets, Entertainment, Superstore .","Exquisite Grove@hotmail.com","fb70804957e3b40ce4b2b987834cf23dc5a8b2d6ee5b32ac29b341fd256d39c4","71660030","Natwest"
"S1212000159688","Exquisite Boutique","https://www.ExquisiteBoutiqueFEK.com","Bringing joy through:  Appliances, Women's Fashion, Mobiles & Tablets .","Exquisite Boutique@hotmail.com","f7465653e338d4ae355856e29f73d7bcfd0959c523f9879c17e7e57473a4b6ed","41230035","Natwest"
"S1212000160182","Inspiring Haven","https://www.InspiringHavenbvq.com","Unleash your passion for:  Beauty & Grooming, School & Education .","Inspiring Haven@aol.com","1f9f6b301a17900c7f6447c94fb02fd12d15e5632eb7ddd5d4fb512dc53678bc","35833591","Lloyds"
"S1212000161795","Chic Forum","https://www.ChicForumeYo.com","Crafting memories with:  School & Education, Entertainment, Appliances .","Chic Forum@hotmail.com","166324ff7a9bf83a7d064a95a02ed2bff4024f14873b3e22a28f90de15e9875d","70974379","Natwest"
"S1212000162978","Radiant Castle","https://www.RadiantCastleYF9.com","Inspiring greatness with:  Books, Mobiles & Tablets, Men's Fashion .","Radiant Castle@gmail.com","464d6f3fcd86b5f7d6e95d2b9ff52b4d44455b9f2589fb912d0b9c34c93d8c24","15190732","Lloyds"
"S1212000163138","Dynamic Mansion","https://www.DynamicMansionIAv.com","Bringing joy through:  Books, Beauty & Grooming .","Dynamic Mansion@outlook.com","14f50602f56f1e5b3776a7617c43bce64b7dbe28ad02ad3e1f742f3be1a846e7","61070461","Barclays"
"S1212000164295","Perfect Place","https://www.PerfectPlaceyo6.com","Specializing in:  Men's Fashion .","Perfect Place@aol.com","30f047182f5919976fcc777f03086606e7fe4829a5da728f92bfa11417496dd9","57924874","Lloyds"
"S1212000165868","Majestic Mansion","https://www.MajesticMansionIDH.com","Embrace the beauty of:  Beauty & Grooming, Men's Fashion, Mobiles & Tablets .","Majestic Mansion@hotmail.com","fd2d2e5f18b44230ac2c6ec78b87dfd8020e1549b88582c9b0e20a6ffc074346","56009879","HSBC"
"S1212000166779","Fresh Mart","https://www.FreshMarteeg.com","Where innovation thrives:  Mobiles & Tablets, Health & Sports, Superstore .","Fresh Mart@yahoo.com","48e676d65c7f480f58677db27e9e076b219e18f323f454c9c3af9975b0dfa30a","21265160","Santander"
"S1212000167385","Fantastic Haven","https://www.FantasticHavenbpN.com","A seller that deals with:  Appliances, Beauty & Grooming .","Fantastic Haven@gmail.com","f610a6d6bfeae3fb909ccd14cf5c3b5d15c60c85e41770c20fdf4d2da67afecb","97595192","HSBC"
"S1212000168705","Unique Shops","https://www.UniqueShopswwx.com","Finding serenity in:  School & Education, Home & Living, Computing .","Unique Shops@hotmail.com","7bf774097ed7ce6b340320e685558989d08a9744481a6dd14984ef23cc836953","12654083","Natwest"
"S1212000169599","Fantastic Nest","https://www.FantasticNesturs.com","Where happiness resides in:  School & Education .","Fantastic Nest@gmail.com","a74dbe6674008f56a5796a37e8885582207fcdde8ac43daf2c114344a81954b9","41110686","Barclays"
"S1212000170883","Harmonious Nest","https://www.HarmoniousNestis9.com","Empowering you with:  School & Education, Mobiles & Tablets, Women's Fashion .","Harmonious Nest@outlook.com","4180b60ce51292c3394aea06087f895c3345f31bd6e48c67465c7e9e86b87b4f","06820011","HSBC"
"S1212000171443","Creative Plaza","https://www.CreativePlazaTse.com","Elevating your experience with:  School & Education .","Creative Plaza@gmail.com","6239b2e70d2a7b2a52759f33b369eb8be6c92244b11411c52ba48e0474d664bc","25466414","HSBC"
"S1212000172409","Global Outlet","https://www.GlobalOutletSpM.com","Curating the best of:  Men's Fashion, Home & Living .","Global Outlet@outlook.com","935e1795ba4e1b9dc2aeaecee11d5cf01544a3912ae79b50ac0cc5025b415cbb","74893898","Barclays"
"S1212000173558","Flawless Shops","https://www.FlawlessShopsNFV.com","Your one-stop shop for:  Superstore .","Flawless Shops@outlook.com","2e25b3967c14483ecd8f0192f33b639d7e1e698718ebc54ff8333384675cb2da","15250620","Lloyds"
"S1212000174119","Opulent Tower","https://www.OpulentTowerozt.com","Unleash your passion for:  Entertainment, Beauty & Grooming, Kids & Baby .","Opulent Tower@yahoo.com","774fb8810246f0e7b84e524c2d9b733eb1af2fb80d4fdd07e056a1c86d36f0d3","10391734","Barclays"
"S1212000175971","Prime Tower","https://www.PrimeTowerI2E.com","Building a world of:  Home & Living, Mobiles & Tablets, Kids & Baby .","Prime Tower@outlook.com","4fbe0a0119ad609bdd635ddb83bbc6ad3d7431ff4f5cf986be0360809572ee30","54346699","Natwest"
"S1212000176294","Flawless Palace","https://www.FlawlessPalace8xq.com","Where happiness resides in:  Books .","Flawless Palace@hotmail.com","b4175ba7750491ffbcb5288b70fe4694e193e0480fbdb791324a4943a0dd1949","91191405","Santander"
"S1212000177960","Special Spot","https://www.SpecialSpotg4m.com","Transforming lives through:  Home & Living, School & Education .","Special Spot@yahoo.com","2a4ca1ddd1887f3d1577a0213b6cca43e354344b46fca5a467eea6557e6457b9","59761400","Santander"
"S1212000178263","Opulent Spot","https://www.OpulentSpotI51.com","Elevating your experience with:  School & Education .","Opulent Spot@gmail.com","241a1c37561c8949f58e4fec88f7885c3a842810849e9f124c098fbadaa3382b","12519980","Santander"
"S1212000179151","Dynamic Spot","https://www.DynamicSpotmnd.com","Crafting dreams with:  Books, Kids & Baby, School & Education .","Dynamic Spot@aol.com","6e8cd17f3e97e89d2b77b23d3031413fcb65b869e277caa3677d646fb9e944ad","60076732","Lloyds"
"S1212000180975","Exquisite Arena","https://www.ExquisiteArenayC0.com","Inspiring greatness with:  Appliances, Men's Fashion, Health & Sports .","Exquisite Arena@outlook.com","aea181905f26a8de087775b8a158ea63bc65e3c23a1bfdf6ea21d04295d65c47","26796687","Santander"
"S1212000181633","Dynamic Cave","https://www.DynamicCavepOV.com","Explore our selection of:  Superstore .","Dynamic Cave@hotmail.com","f91157617d1edb0e203e46ce29eb9f21e80299b2a9eb52f87cc28217db997459","14590593","Natwest"
"S1212000182276","Premier Shops","https://www.PremierShopsiK1.com","Where elegance meets:  Books .","Premier Shops@aol.com","8fd98e6d6c2cae02c850234369939944470ec57f88f96b19c45a81567e057c19","43379040","HSBC"
"S1212000183653","Elegant Sanctuary","https://www.ElegantSanctuaryvTR.com","Where tradition meets:  Health & Sports, Men's Fashion, School & Education .","Elegant Sanctuary@aol.com","b143bc07e3b90974807f4b6036c3c48b85306f871b8a143e504a1da6e15dff83","81534017","Santander"
"S1212000184926","Splendid Collections","https://www.SplendidCollectionsvxn.com","Bringing you the best in:  Books .","Splendid Collections@hotmail.com","d0f41c71d717facd1112465cbfce5ede0af69fb78a14cc4c2bf105a142f4ab72","28361950","Barclays"
"S1212000185183","Trendy Goods","https://www.TrendyGoodsDS9.com","Unlocking the potential of:  Entertainment, Home & Living .","Trendy Goods@gmail.com","8ed5c7a704783045e3548d303c3c5570b7b3906b998875f28f817d327babe990","47500437","Natwest"
"S1212000186622","Sleek Stores","https://www.SleekStoresZUN.com","Weaving dreams with:  Health & Sports, Kids & Baby .","Sleek Stores@gmail.com","e561b039c34f461fd3cfeaf533051e6bed67844411e34303d9a68481be68a92d","43202861","Lloyds"
"S1212000187732","Special Grove","https://www.SpecialGroveSE2.com","Where beauty blossoms in:  Women's Fashion .","Special Grove@hotmail.com","218f6370de1a3192d75e94a43aba304ebdaafcc69405e643c81c980cb09ea8a5","51086865","Santander"
"S1212000188491","Exquisite Lab","https://www.ExquisiteLabMKh.com","Where passion meets:  Superstore, Mobiles & Tablets, Entertainment .","Exquisite Lab@outlook.com","0c6002d3298d84c61611351cc7448822c75b2a2fc2c85ad01898ca7b8448f97a","32770080","Lloyds"
"S1212000189401","Exquisite Outfitters","https://www.ExquisiteOutfittersUnV.com","Discover the world of:  Superstore .","Exquisite Outfitters@aol.com","a6d9138329a0c9caafe11a5b40be795946c6a14247947a92ad29af0fe7991308","97586718","Lloyds"
"S1212000190696","Modern Merchants","https://www.ModernMerchantsawz.com","Unleashing potential through:  School & Education, Appliances, Beauty & Grooming .","Modern Merchants@yahoo.com","6090d6bbbe3aa33afed66efe1a2ae6ecc63cca66e64fdd1b59c6dc59718a14a1","57687314","Barclays"
"S1212000191976","Inspiring Base","https://www.InspiringBaseTwE.com","Where tradition meets:  Books .","Inspiring Base@gmail.com","3883de3a7ed6a1cbe8cc4b103dc2281423ff9bd9384119b2472a98f2321c8866","86180129","HSBC"
"S1212000192805","Modern Castle","https://www.ModernCastleuqM.com","Forging connections through:  Home & Living .","Modern Castle@hotmail.com","438e6719f106ab6753e1da45f5f350c8d489267a4eabab1d90fdad5e9163b048","61398276","Natwest"
"S1212000193718","Fantastic Castle","https://www.FantasticCastlegSU.com","Crafting dreams with:  Kids & Baby, Entertainment .","Fantastic Castle@hotmail.com","2ca21767f27b88e24df2201d31790fb7ffaa611077e740cc53cf0b532da136d1","85165215","Lloyds"
"S1212000194688","Supreme Market","https://www.SupremeMarketlFT.com","A seller that deals with:  Superstore, School & Education, Books .","Supreme Market@hotmail.com","71d4b23ebfd67f069f262add398c63c629e7eeb0c121bc08cbdbb0737d30b66a","04683907","Natwest"
"S1212000195529","Wholesome Traders","https://www.WholesomeTraderss7s.com","Experience the magic of:  Kids & Baby, Mobiles & Tablets .","Wholesome Traders@outlook.com","943d5d090110d5f4f7f2df353562a43a3a81f24ad5894e0b3f574f1561e8d171","58072949","HSBC"
"S1212000196809","Modern Corner","https://www.ModernCorneryqi.com","Forging connections through:  Health & Sports .","Modern Corner@yahoo.com","a159a883b84a824e2674ecadb47f4bc48d498e93fea570fcb705a164c1ee85bf","00499683","HSBC"
"S1212000197860","Sleek Depot","https://www.SleekDepotS9T.com","Crafting experiences with:  Kids & Baby, Mobiles & Tablets .","Sleek Depot@yahoo.com","17ea4d5baf7ce79c0a5fc171b36031da2059c116b3d81784648dee02951ce467","23067862","Santander"
"S1212000198811","Vintage Base","https://www.VintageBasewEL.com","Setting the standard with:  School & Education, Books .","Vintage Base@outlook.com","1bc5ed2299c4c79a46b7c5d23e70f5d3b4b012181b073f7ab8d0e5299fabc249","64433591","Natwest"
"S1212000199527","Fresh Room","https://www.FreshRoomGp7.com","Weaving dreams with:  Home & Living .","Fresh Room@aol.com","e89d8bb6ebf7ed27e914a6d169b457ffb868191dd2a6fad98fcc0c132ed75511","79545470","Santander"
"S1212000200771","Luxury Coast","https://www.LuxuryCoasthej.com","Enabling your journey with:  Health & Sports .","Luxury Coast@hotmail.com","483631bfe7ec8442c44377e5defce70e4c4726c762c2e02856cc769ffea35fac","97760697","Santander"
