"address_id","address","country","state","city","street","phone_number","buyer_id","address_type"
"A1118000633328","MOG8XV","United Kingdom","England","Milton Keynes","High Street",7482806363,"B1312000662457","Work"
"A1118000424536","BWP8NK","United Kingdom","Northern Ireland","Belfast","Park Avenue",7491331540,"B1312000394491","Home"
"A1118000174119","SBJ5DF","United Kingdom","Wales","St Asaph","Station Road",7534955512,"B1312000020748","Work"
"A1118000508136","LZN7GV","United Kingdom","Northern Ireland","Londonderry","Church Road",7059282990,"B1312000496204","Work"
"A1118000489731","RAP1HM","United Kingdom","England","Ripon","Station Road",7241811246,"B1312000270321","Home"
"A1118000969108","SXP7ZV","United Kingdom","England","Sunderland","Station Road",7243683511,"B1312000728145","Work"
"A1118000792622","TVZ7LK","United Kingdom","England","Truro","Park Avenue",7671555650,"B1312000424536","Home"
"A1118000155236","SWK2HQ","United Kingdom","Wales","St Davids","Park Avenue",7729072261,"B1312000517648","Work"
"A1118000822567","LDJ8CX","United Kingdom","England","Leeds","Park Avenue",7154169649,"B1312000142104","Home"
"A1118000085854","SIW7QJ","United Kingdom","England","Southend-on-Sea","Station Road",7806792078,"B1312000057252","Home"
"A1118000964364","WLK0UC","United Kingdom","England","Wells","Main Street",7177306141,"B1312000497892","Home"
"A1118000447109","PZX1MC","United Kingdom","Scotland","Perth","High Street",7499167381,"B1312000424536","Home"
"A1118000791934","COU0FN","United Kingdom","England","Coventry","Park Avenue",7874575906,"B1312000536418","Home"
"A1118000847347","PRC0GO","United Kingdom","England","Portsmouth","High Street",7760109362,"B1312000390503","Home"
"A1118000602350","BWP2VN","United Kingdom","Wales","Bangor","Main Street",7067435907,"B1312000123913","Work"
"A1118000750828","SVM6HI","United Kingdom","England","Southend-on-Sea","Main Street",7716549667,"B1312000454926","Work"
"A1118000133576","LIP4AQ","United Kingdom","England","Lincoln","Church Road",7892780251,"B1312000723511","Home"
"A1118000812341","CRQ8OK","United Kingdom","England","Chichester","Station Road",7025511284,"B1312000332179","Home"
"A1118000624260","DWZ3QD","United Kingdom","England","Derby","Park Avenue",7193377916,"B1312000760885","Work"
"A1118000153138","OHO6NJ","United Kingdom","England","Oxford","Church Road",7628907517,"B1312000479551","Work"
"A1118000035242","EBP7WW","United Kingdom","Scotland","Edinburgh","Church Road",7619476266,"B1312000620478","Work"
"A1118000223334","BPC2SG","United Kingdom","England","Brighton & Hove","High Street",7832300688,"B1312000671829","Work"
"A1118000659457","MLS8LF","United Kingdom","England","Milton Keynes","Station Road",7078756740,"B1312000653592","Home"
"A1118000718975","DHW8EH","United Kingdom","Scotland","Dundee","Church Road",7928067862,"B1312000114461","Work"
"A1118000803854","WEQ8BF","United Kingdom","England","Wolverhampton","Church Road",7867899537,"B1312000613764","Home"
"A1118000365132","LKR3LV","United Kingdom","England","Lincoln","Park Avenue",7413400189,"B1312000342549","Work"
"A1118000663140","NQX7OO","United Kingdom","Northern Ireland","Newry","High Street",7111171403,"B1312000717678","Work"
"A1118000582726","CPO9SI","United Kingdom","Wales","Cardiff","Church Road",7943334137,"B1312000470361","Work"
"A1118000804799","CTE0RX","United Kingdom","England","Colchester","Station Road",7472129287,"B1312000252745","Work"
"A1118000757175","DTA4BS","United Kingdom","England","Doncaster","High Street",7713811339,"B1312000509785","Home"
"A1118000023125","SUW9YG","United Kingdom","England","Salford","Church Road",7712959242,"B1312000570808","Home"
"A1118000521287","LMB9EC","United Kingdom","England","Leeds","Main Street",7423581381,"B1312000042408","Home"
"A1118000078473","SBG5GD","United Kingdom","England","St Albans","Park Avenue",7370817913,"B1312000503340","Work"
"A1118000545632","CLV8IO","United Kingdom","England","Chichester","Station Road",7961054615,"B1312000155236","Home"
"A1118000596862","AKV0LA","United Kingdom","Northern Ireland","Armagh","Park Avenue",7963354194,"B1312000433221","Work"
"A1118000003278","WXV0TC","United Kingdom","Wales","Wrexham","Station Road",7174147829,"B1312000671829","Work"
"A1118000680166","BNW0BM","United Kingdom","England","Bath","High Street",7399148758,"B1312000180975","Work"
"A1118000243567","WSM7YQ","United Kingdom","England","Wolverhampton","Main Street",7990162902,"B1312000559105","Work"
"A1118000306567","PTS3ZH","United Kingdom","England","Preston","Main Street",7524765513,"B1312000518714","Work"
"A1118000194688","MVM5YW","United Kingdom","England","Manchester","Station Road",7375361216,"B1312000423623","Work"
"A1118000036643","DXU1SI","United Kingdom","England","Derby","Church Road",7107238898,"B1312000008398","Home"
"A1118000086508","SHR7FY","United Kingdom","England","Sunderland","Station Road",7805867058,"B1312000355783","Work"
"A1118000877361","STX1LY","United Kingdom","England","Southampton","Church Road",7790203925,"B1312000635884","Home"
"A1118000465173","WEM3FT","United Kingdom","England","Worcester","Main Street",7776111451,"B1312000722369","Work"
"A1118000497892","EFX1HB","United Kingdom","England","Exeter","Church Road",7183982820,"B1312000652521","Home"
"A1118000152438","LWU6ER","United Kingdom","England","Leeds","Church Road",7426878376,"B1312000428274","Work"
"A1118000315123","SGH4ZN","United Kingdom","Wales","St Davids","Church Road",7228967780,"B1312000591214","Home"
"A1118000175971","SJS5IX","United Kingdom","Scotland","Stirling","High Street",7639841835,"B1312000583158","Home"
"A1118000127342","YKU0SH","United Kingdom","England","York","Station Road",7614077387,"B1312000718975","Work"
"A1118000221153","BWZ6UY","United Kingdom","Northern Ireland","Bangor","Station Road",7013286934,"B1312000072697","Home"
"A1118000083168","CKO8ZN","United Kingdom","England","Chichester","Park Avenue",7301815589,"B1312000753440","Home"
"A1118000503340","CWU0VD","United Kingdom","England","Chester","High Street",7875440794,"B1312000402986","Work"
"A1118000301920","CQD8OA","United Kingdom","England","Coventry","Station Road",7132747167,"B1312000041122","Home"
"A1118000715875","PCK9UN","United Kingdom","Scotland","Perth","Station Road",7996962910,"B1312000460725","Home"
"A1118000979447","LAS2YD","United Kingdom","England","Liverpool","Church Road",7178341251,"B1312000507802","Work"
"A1118000518714","COY7QV","United Kingdom","England","Coventry","Station Road",7348794154,"B1312000011113","Home"
"A1118000106989","LKQ5LS","United Kingdom","Northern Ireland","Lisburn","Park Avenue",7892761994,"B1312000724745","Home"
"A1118000251977","WYF0CH","United Kingdom","Wales","Wrexham","Main Street",7830684223,"B1312000219251","Home"
"A1118000819778","MXD1EI","United Kingdom","England","Milton Keynes","Main Street",7335982652,"B1312000101576","Home"
"A1118000375316","GEO5UE","United Kingdom","Scotland","Glasgow","High Street",7698174227,"B1312000457494","Home"
"A1118000885558","CVW0SD","United Kingdom","England","Colchester","Park Avenue",7959472555,"B1312000117429","Work"
"A1118000166779","DVU1WS","United Kingdom","England","Derby","Church Road",7696861088,"B1312000314240","Work"
"A1118000871157","MWC8WL","United Kingdom","England","Manchester","Park Avenue",7470883918,"B1312000406485","Work"
"A1118000192805","SPZ6QK","United Kingdom","England","Salford","Station Road",7766632982,"B1312000562767","Work"
"A1118000010343","CLV4YT","United Kingdom","Wales","Cardiff","Church Road",7620726204,"B1312000353889","Work"
"A1118000637798","NLR6MM","United Kingdom","Wales","Newport","Station Road",7066763444,"B1312000503340","Work"
"A1118000071555","SJB4ZR","United Kingdom","England","Salford","Park Avenue",7447048446,"B1312000368965","Home"
"A1118000830326","PLQ4JJ","United Kingdom","England","Preston","Station Road",7042255827,"B1312000787456","Home"
"A1118000171443","SXU5WY","United Kingdom","Wales","St Davids","Station Road",7118177190,"B1312000434498","Home"
"A1118000435502","BYK4YX","United Kingdom","England","Brighton & Hove","Station Road",7075678633,"B1312000756603","Home"
"A1118000779700","NEW6UR","United Kingdom","England","Norwich","Church Road",7422449264,"B1312000204497","Home"
"A1118000607421","WRJ3XJ","United Kingdom","England","Worcester","Park Avenue",7958642480,"B1312000783167","Home"
"A1118000619563","CZV8DC","United Kingdom","England","Carlisle","Main Street",7014507180,"B1312000175971","Home"
"A1118000027865","BSM1OM","United Kingdom","England","Bath","High Street",7822280489,"B1312000263618","Work"
"A1118000908428","WCD0BJ","United Kingdom","England","Worcester","Main Street",7910634595,"B1312000463405","Work"
"A1118000899644","BNB3BA","United Kingdom","England","Bristol","Park Avenue",7519823580,"B1312000340578","Work"
"A1118000142104","DWN2AB","United Kingdom","Scotland","Dunfermline","Church Road",7276386886,"B1312000425677","Home"
"A1118000397546","BPD9NF","United Kingdom","England","Brighton & Hove","Church Road",7283047913,"B1312000154921","Home"
"A1118000015702","PVJ3IY","United Kingdom","England","Preston","Church Road",7882954850,"B1312000544430","Home"
"A1118000944865","CEC1LT","United Kingdom","England","Carlisle","High Street",7634925385,"B1312000698705","Work"
"A1118000831933","CWI3KO","United Kingdom","Wales","Cardiff","Station Road",7305325393,"B1312000776306","Home"
"A1118000941357","BWG1NU","United Kingdom","England","Brighton & Hove","Station Road",7485458810,"B1312000069873","Home"
"A1118000542219","SUK2TN","United Kingdom","England","Stoke on Trent","High Street",7344058962,"B1312000574997","Work"
"A1118000427303","SRC8KT","United Kingdom","England","Southend-on-Sea","Church Road",7246122108,"B1312000290696","Work"
"A1118000283324","NBU4ET","United Kingdom","England","Norwich","Main Street",7149883635,"B1312000510665","Home"
"A1118000799956","CGI7RU","United Kingdom","England","Colchester","High Street",7309832768,"B1312000004625","Home"
"A1118000016867","PZT4IS","United Kingdom","England","Peterborough","Park Avenue",7302991657,"B1312000010343","Home"
"A1118000420563","LSV0OC","United Kingdom","England","Liverpool","Church Road",7839217257,"B1312000712170","Home"
"A1118000396692","SQK9OT","United Kingdom","Wales","St Asaph","Park Avenue",7752806546,"B1312000767548","Home"
"A1118000466381","BIT6UL","United Kingdom","Northern Ireland","Belfast","Park Avenue",7303085192,"B1312000209621","Home"
"A1118000263618","PMN4ZM","United Kingdom","England","Peterborough","Church Road",7550151074,"B1312000196809","Work"
"A1118000449379","YZQ8CD","United Kingdom","England","York","Station Road",7991475282,"B1312000694380","Home"
"A1118000669433","CYH5XT","United Kingdom","England","Coventry","Park Avenue",7143044414,"B1312000092523","Work"
"A1118000768987","PFW0QJ","United Kingdom","England","Peterborough","Park Avenue",7087655248,"B1312000501377","Home"
"A1118000850795","WKP9AZ","United Kingdom","England","Wells","Park Avenue",7140096698,"B1312000662457","Work"
"A1118000595797","IGS5JP","United Kingdom","Scotland","Inverness","High Street",7158705858,"B1312000602350","Home"
"A1118000428274","LQW3RZ","United Kingdom","England","Lancaster","Station Road",7334300230,"B1312000359736","Home"
"A1118000524238","BRO9GC","United Kingdom","Wales","Bangor","Church Road",7370792237,"B1312000549698","Home"
"A1118000229621","CII4PJ","United Kingdom","England","Canterbury","Station Road",7232304541,"B1312000536418","Home"
"A1118000721849","BSS9VB","United Kingdom","England","Bath","Park Avenue",7886744975,"B1312000412889","Home"
"A1118000615298","SRZ5RC","United Kingdom","England","Sheffield","Station Road",7708560925,"B1312000673738","Work"
"A1118000631927","SJY6ES","United Kingdom","Wales","St Asaph","Church Road",7381205267,"B1312000222637","Work"
"A1118000423623","LSD3QD","United Kingdom","Northern Ireland","Lisburn","Church Road",7743277733,"B1312000653592","Home"
"A1118000159688","PVX4ML","United Kingdom","England","Portsmouth","High Street",7577241731,"B1312000122884","Home"
"A1118000182276","DEC6MT","United Kingdom","England","Durham","Main Street",7757169530,"B1312000658792","Home"
"A1118000490961","WCP4DY","United Kingdom","England","Westminster","High Street",7292796033,"B1312000760885","Work"
"A1118000491403","IPS0TY","United Kingdom","Scotland","Inverness","Church Road",7293434241,"B1312000523492","Home"
"A1118000522563","GEM5AJ","United Kingdom","Scotland","Glasgow","Station Road",7917418672,"B1312000672939","Home"
"A1118000861927","CSN2YO","United Kingdom","England","Chelmsford","Main Street",7245189663,"B1312000529410","Home"
"A1118000852615","NTD0FU","United Kingdom","Wales","Newport","High Street",7751431731,"B1312000082112","Home"
"A1118000393961","WWM1JT","United Kingdom","England","Worcester","Church Road",7190766212,"B1312000118825","Home"
"A1118000601789","SMI2FM","United Kingdom","England","Stoke on Trent","Church Road",7326847454,"B1312000779700","Work"
"A1118000671829","GMI6BL","United Kingdom","England","Gloucester","High Street",7076155714,"B1312000060562","Home"
"A1118000901885","SOB3TT","United Kingdom","England","Salford","Church Road",7706790060,"B1312000076851","Home"
"A1118000905173","BRE7ZY","United Kingdom","England","Birmingham","Church Road",7810681213,"B1312000501377","Home"
"A1118000529410","WUA3BK","United Kingdom","England","Wakefield","High Street",7956980731,"B1312000783167","Home"
"A1118000201349","CFL2LC","United Kingdom","England","Canterbury","Park Avenue",7140325813,"B1312000661976","Home"
"A1118000410130","BMI4CI","United Kingdom","Northern Ireland","Bangor","Park Avenue",7408282549,"B1312000090636","Home"
"A1118000974139","DOX6WN","United Kingdom","Scotland","Dundee","Station Road",7361155924,"B1312000545632","Work"
"A1118000080133","SPK8IS","United Kingdom","Scotland","Stirling","High Street",7808856813,"B1312000172409","Work"
"A1118000879628","NFM7FI","United Kingdom","England","Nottingham","Park Avenue",7051663227,"B1312000081615","Home"
"A1118000125843","WFH3VQ","United Kingdom","England","Westminster","Station Road",7710198216,"B1312000786664","Work"
"A1118000338442","WDO9XW","United Kingdom","England","Wells","Park Avenue",7468876996,"B1312000297972","Home"
"A1118000802562","ITO7ZA","United Kingdom","Scotland","Inverness","High Street",7362038487,"B1312000014701","Work"
"A1118000950510","BEF8OD","United Kingdom","England","Bristol","Station Road",7548151800,"B1312000233974","Work"
"A1118000738606","DLC0LI","United Kingdom","Scotland","Dundee","High Street",7476488596,"B1312000790935","Home"
"A1118000098257","HFC8UU","United Kingdom","England","Hereford","Station Road",7479373759,"B1312000439964","Work"
"A1118000391841","GDI7PJ","United Kingdom","Scotland","Glasgow","Church Road",7276976994,"B1312000522563","Home"
"A1118000530288","PAM9RD","United Kingdom","England","Plymouth","High Street",7665490550,"B1312000659457","Work"
"A1118000828570","CAH2NJ","United Kingdom","England","Chelmsford","Park Avenue",7255715231,"B1312000639270","Home"
"A1118000536418","BIK9QJ","United Kingdom","England","Bath","Park Avenue",7070416086,"B1312000129946","Work"
"A1118000082112","AOL2TG","United Kingdom","Scotland","Aberdeen","High Street",7342281621,"B1312000629913","Home"
"A1118000211299","GPO9UX","United Kingdom","Scotland","Glasgow","Church Road",7779098673,"B1312000626547","Home"
"A1118000512818","BRN8DY","United Kingdom","England","Bristol","Station Road",7996422487,"B1312000624260","Work"
"A1118000834414","CUT3FZ","United Kingdom","England","Carlisle","Church Road",7865780078,"B1312000419516","Work"
"A1118000888938","LNP5YE","United Kingdom","Northern Ireland","Lisburn","Church Road",7690584209,"B1312000593743","Home"
"A1118000980166","YLQ4KQ","United Kingdom","England","York","Church Road",7537307559,"B1312000269597","Work"
"A1118000863841","PXX8EG","United Kingdom","England","Plymouth","Park Avenue",7244250868,"B1312000165868","Home"
"A1118000543811","WQE2NQ","United Kingdom","England","Wells","High Street",7718701247,"B1312000201349","Work"
"A1118000891630","ETF4YL","United Kingdom","England","Ely","Main Street",7971987142,"B1312000749268","Work"
"A1118000234878","CDT0BG","United Kingdom","England","Coventry","Park Avenue",7802022978,"B1312000616523","Home"
"A1118000372193","SIL2BF","United Kingdom","England","Salisbury","Main Street",7036898177,"B1312000702107","Home"
"A1118000943992","MZO6KU","United Kingdom","England","Manchester","Park Avenue",7469156825,"B1312000754168","Work"
"A1118000838892","MWA6NP","United Kingdom","England","Manchester","Main Street",7959756742,"B1312000756603","Home"
"A1118000138259","EGV1LG","United Kingdom","England","Exeter","Station Road",7934466684,"B1312000294514","Home"
"A1118000550171","WCT7UN","United Kingdom","England","Worcester","Main Street",7044631263,"B1312000168705","Home"
"A1118000339422","APW8VE","United Kingdom","Northern Ireland","Armagh","Church Road",7601620355,"B1312000635884","Home"
"A1118000093979","DBC5AW","United Kingdom","Scotland","Dundee","High Street",7824633329,"B1312000740221","Home"
"A1118000846581","LOY0HZ","United Kingdom","England","London","High Street",7922729049,"B1312000581621","Home"
"A1118000746842","CKU9GB","United Kingdom","England","Chichester","Main Street",7246045043,"B1312000265765","Work"
"A1118000334647","SBX3NH","United Kingdom","England","Stoke on Trent","Main Street",7952011588,"B1312000758101","Work"
"A1118000074138","PGI3QL","United Kingdom","Scotland","Perth","Station Road",7065629674,"B1312000279772","Home"
"A1118000660749","YLB2NL","United Kingdom","England","York","Park Avenue",7651222178,"B1312000505778","Home"
"A1118000498487","LNT0FD","United Kingdom","Northern Ireland","Lisburn","Church Road",7769561073,"B1312000412889","Home"
"A1118000204497","IKA8HY","United Kingdom","Scotland","Inverness","High Street",7143690742,"B1312000036643","Home"
"A1118000065322","WON6BJ","United Kingdom","England","Worcester","Church Road",7898275668,"B1312000203528","Home"
"A1118000145379","LKE0NC","United Kingdom","England","Lancaster","High Street",7260457121,"B1312000700524","Work"
"A1118000527769","SXS9AT","United Kingdom","England","Salford","Park Avenue",7241510988,"B1312000383564","Home"
"A1118000976750","LDJ0WA","United Kingdom","England","Lichfield","Church Road",7071899570,"B1312000748928","Home"
"A1118000103810","SCH0NK","United Kingdom","Scotland","Stirling","High Street",7003542875,"B1312000410130","Work"
"A1118000047316","WWU0GG","United Kingdom","England","Winchester","High Street",7813274692,"B1312000761871","Work"
"A1118000872523","YIV2UL","United Kingdom","England","York","High Street",7673586643,"B1312000397546","Home"
"A1118000168705","SRG9QO","United Kingdom","Wales","St Davids","Church Road",7619393549,"B1312000306567","Home"
"A1118000196809","BFJ8YO","United Kingdom","England","Bradford","Park Avenue",7631458868,"B1312000390503","Home"
"A1118000273756","SRN7HG","United Kingdom","England","Sunderland","Station Road",7890132607,"B1312000314240","Work"
"A1118000008398","ACV9MD","United Kingdom","Scotland","Aberdeen","Church Road",7664510472,"B1312000278337","Work"
"A1118000148666","SZZ5NO","United Kingdom","England","Southampton","Park Avenue",7890731929,"B1312000679324","Home"
"A1118000351391","NYQ8NH","United Kingdom","Northern Ireland","Newry","Main Street",7195734851,"B1312000300546","Home"
"A1118000559105","EGN9XJ","United Kingdom","England","Ely","Church Road",7986502380,"B1312000465173","Work"
"A1118000982831","LTB4DE","United Kingdom","Northern Ireland","Lisburn","High Street",7039078879,"B1312000528288","Home"
"A1118000051687","LEN2AP","United Kingdom","Northern Ireland","Londonderry","High Street",7033561777,"B1312000179151","Home"
"A1118000042408","LPI8EV","United Kingdom","England","Leicester","Main Street",7181408161,"B1312000335574","Work"
"A1118000934365","EES7DT","United Kingdom","England","Exeter","High Street",7967948185,"B1312000644747","Home"
"A1118000202903","LHW1MM","United Kingdom","Northern Ireland","Lisburn","Main Street",7680628784,"B1312000013764","Home"
"A1118000523492","CWR8KT","United Kingdom","England","Colchester","Main Street",7625461452,"B1312000736321","Home"
"A1118000689691","NML0HH","United Kingdom","England","Norwich","Station Road",7328654236,"B1312000240826","Work"
"A1118000593743","SBU5KK","United Kingdom","Wales","St Davids","Park Avenue",7607468577,"B1312000593743","Home"
"A1118000104166","LVK7QD","United Kingdom","England","Lancaster","Main Street",7568381040,"B1312000302203","Home"
"A1118000184926","EYW3SI","United Kingdom","Scotland","Edinburgh","Main Street",7709136814,"B1312000183653","Home"
"A1118000970966","WJZ4LU","United Kingdom","England","Wakefield","Park Avenue",7286547399,"B1312000542219","Work"
"A1118000299856","WWW8TL","United Kingdom","England","Worcester","High Street",7641041878,"B1312000721849","Work"
"A1118000245156","MKI4XD","United Kingdom","England","Milton Keynes","Church Road",7757518165,"B1312000212224","Home"
"A1118000706846","LTX0RT","United Kingdom","England","Lichfield","Park Avenue",7750552044,"B1312000637798","Work"
"A1118000760885","WVJ1NX","United Kingdom","England","Wolverhampton","High Street",7807119310,"B1312000323269","Work"
"A1118000361138","AER5YV","United Kingdom","Scotland","Aberdeen","Main Street",7534811633,"B1312000318264","Work"
"A1118000247716","SGX4BI","United Kingdom","England","Salisbury","High Street",7228556524,"B1312000603659","Home"
"A1118000320687","CTV3GS","United Kingdom","Wales","Cardiff","Park Avenue",7182401285,"B1312000539937","Work"
"A1118000017808","BCB6LO","United Kingdom","England","Brighton & Hove","Station Road",7623079252,"B1312000292757","Home"
"A1118000599345","EYJ3BZ","United Kingdom","England","Exeter","Main Street",7495131176,"B1312000650678","Home"
"A1118000328521","BXV3LL","United Kingdom","England","Bristol","High Street",7455709745,"B1312000773155","Work"
"A1118000205627","CAX7LH","United Kingdom","England","Chichester","Park Avenue",7715061708,"B1312000016867","Home"
"A1118000538945","LCR6MC","United Kingdom","England","Lichfield","High Street",7254920995,"B1312000587207","Home"
"A1118000614592","TII0YB","United Kingdom","England","Truro","Park Avenue",7306778115,"B1312000741430","Work"
"A1118000066627","WUO2RN","United Kingdom","Wales","Wrexham","Park Avenue",7777672036,"B1312000358704","Home"
"A1118000459107","MBJ9RA","United Kingdom","England","Manchester","Park Avenue",7837372394,"B1312000596862","Home"
"A1118000267823","PHO7OA","United Kingdom","England","Preston","Church Road",7069309918,"B1312000706846","Work"
"A1118000591214","CEU6RQ","United Kingdom","England","Canterbury","Station Road",7411993489,"B1312000229621","Work"
"A1118000119226","POJ4PA","United Kingdom","England","Plymouth","Main Street",7273034268,"B1312000374129","Home"
"A1118000875357","CWU3CV","United Kingdom","England","Cambridge","Church Road",7172611090,"B1312000445207","Home"
"A1118000081615","DOK0IY","United Kingdom","Scotland","Dundee","High Street",7840923927,"B1312000737935","Home"
"A1118000625719","WTC0OP","United Kingdom","England","Wakefield","Park Avenue",7668420236,"B1312000262638","Home"
"A1118000558855","SFJ0HX","United Kingdom","England","Salisbury","Main Street",7079400845,"B1312000213364","Home"
"A1118000569292","EDX3KB","United Kingdom","England","Exeter","Park Avenue",7727095329,"B1312000018190","Home"
"A1118000292757","BMY6TD","United Kingdom","England","Bath","Church Road",7624677102,"B1312000155236","Home"
"A1118000502472","CVP1NF","United Kingdom","England","Cambridge","Park Avenue",7159527014,"B1312000468366","Home"
"A1118000457494","WYG3LM","United Kingdom","Wales","Wrexham","Church Road",7211727541,"B1312000631927","Home"
"A1118000793685","LGB4QQ","United Kingdom","England","Leicester","Church Road",7441790494,"B1312000016867","Home"
"A1118000130891","ANL0HA","United Kingdom","Northern Ireland","Armagh","High Street",7123887894,"B1312000469986","Home"
"A1118000788891","BWP6ZZ","United Kingdom","England","Bath","Church Road",7205729121,"B1312000588391","Home"
"A1118000455748","DRN5UZ","United Kingdom","England","Doncaster","Park Avenue",7107409014,"B1312000380476","Home"
"A1118000329607","BZB5JJ","United Kingdom","England","Bath","Main Street",7015942065,"B1312000405463","Home"
"A1118000302203","YUK0WE","United Kingdom","England","York","Main Street",7021292335,"B1312000283324","Home"
"A1118000278337","BHO0TS","United Kingdom","England","Bradford","Church Road",7982511138,"B1312000219251","Home"
"A1118000923653","DBX9GV","United Kingdom","Scotland","Dunfermline","High Street",7859092449,"B1312000045323","Work"
"A1118000224388","WUF1ND","United Kingdom","England","Westminster","High Street",7186486600,"B1312000398437","Work"
"A1118000968420","DPG1BE","United Kingdom","Scotland","Dundee","Main Street",7945950907,"B1312000014701","Work"
"A1118000172409","CWD1NL","United Kingdom","England","Carlisle","Church Road",7659985526,"B1312000406485","Work"
"A1118000062530","OTG4JD","United Kingdom","England","Oxford","Park Avenue",7301672512,"B1312000451501","Home"
"A1118000484135","DZP2HK","United Kingdom","Scotland","Dunfermline","Church Road",7033540436,"B1312000709354","Work"
"A1118000509785","LDA1AE","United Kingdom","England","Liverpool","Park Avenue",7155082802,"B1312000294514","Home"
"A1118000312276","EJD9OD","United Kingdom","Scotland","Edinburgh","Church Road",7517143558,"B1312000457494","Home"
"A1118000470361","CFC5WJ","United Kingdom","Wales","Cardiff","Station Road",7997804768,"B1312000072697","Home"
"A1118000848204","EUZ4GI","United Kingdom","Scotland","Edinburgh","Church Road",7967681868,"B1312000257980","Work"
"A1118000369376","SDF5GB","United Kingdom","England","Stoke on Trent","Church Road",7071229197,"B1312000476451","Work"
"A1118000188491","SOX1XC","United Kingdom","England","St Albans","Church Road",7180195194,"B1312000331163","Work"
"A1118000237893","CPJ4OF","United Kingdom","England","Canterbury","Main Street",7959273734,"B1312000699226","Home"
"A1118000254228","NIQ0QU","United Kingdom","England","Nottingham","Park Avenue",7013058854,"B1312000720536","Work"
"A1118000385781","NKX3JS","United Kingdom","England","Norwich","Park Avenue",7100340200,"B1312000163138","Work"
"A1118000233974","WRJ7HI","United Kingdom","England","Westminster","Park Avenue",7949683858,"B1312000689691","Home"
"A1118000954845","EYO5WA","United Kingdom","Scotland","Edinburgh","Main Street",7157318160,"B1312000557523","Home"
"A1118000733228","WCG8CD","United Kingdom","Wales","Wrexham","Church Road",7899112964,"B1312000054821","Work"
"A1118000403110","WAF9DR","United Kingdom","England","Wells","Station Road",7471258886,"B1312000443430","Home"
"A1118000841192","CFQ7CC","United Kingdom","England","Chester","Station Road",7152596135,"B1312000652521","Home"
"A1118000640122","LGC9QA","United Kingdom","Northern Ireland","Lisburn","Main Street",7524414097,"B1312000054821","Work"
"A1118000057252","DCZ4MH","United Kingdom","Scotland","Dunfermline","Church Road",7487407892,"B1312000527769","Home"
"A1118000926693","BIO4QR","United Kingdom","Northern Ireland","Belfast","Church Road",7835393993,"B1312000094385","Work"
"A1118000033472","BSC5YO","United Kingdom","Northern Ireland","Belfast","Church Road",7221106888,"B1312000552813","Work"
"A1118000105762","LLO7NS","United Kingdom","Northern Ireland","Londonderry","Main Street",7867640941,"B1312000020748","Work"
"A1118000206480","SPJ9XH","United Kingdom","Wales","St Asaph","Church Road",7917091768,"B1312000207644","Work"
"A1118000907930","GNB3XH","United Kingdom","Scotland","Glasgow","Church Road",7922335283,"B1312000655895","Work"
"A1118000478218","LBB9EJ","United Kingdom","England","Lincoln","High Street",7664537955,"B1312000629913","Home"
"A1118000555154","LDI1DL","United Kingdom","England","Liverpool","High Street",7791837141,"B1312000351391","Work"
"A1118000783167","CLV0MG","United Kingdom","England","Coventry","Main Street",7693127174,"B1312000229621","Work"
"A1118000453567","BGU8XY","United Kingdom","Northern Ireland","Belfast","Station Road",7332090991,"B1312000500279","Work"
"A1118000763210","AZN0HD","United Kingdom","Northern Ireland","Armagh","High Street",7128761082,"B1312000722369","Work"
"A1118000343210","LTF6BU","United Kingdom","England","Lincoln","Main Street",7183846213,"B1312000594512","Work"
"A1118000884969","SQW3WE","United Kingdom","England","Sunderland","Station Road",7890232332,"B1312000255317","Home"
"A1118000837634","GZH7PP","United Kingdom","Scotland","Glasgow","Park Avenue",7939685084,"B1312000279772","Home"
"A1118000539937","DBY9YP","United Kingdom","England","Doncaster","Park Avenue",7234180516,"B1312000487339","Work"
"A1118000583158","LAR9QZ","United Kingdom","England","London","Station Road",7266928776,"B1312000245156","Home"
"A1118000642583","WBE4SV","United Kingdom","England","Wolverhampton","Station Road",7012297757,"B1312000150337","Home"
"A1118000832937","MSD0WH","United Kingdom","England","Milton Keynes","Church Road",7279045025,"B1312000167385","Work"
"A1118000284488","PZW2OX","United Kingdom","England","Plymouth","Station Road",7210915190,"B1312000365132","Home"
"A1118000177960","SXJ1XX","United Kingdom","England","Salford","Park Avenue",7253017898,"B1312000365132","Home"
"A1118000534137","GLO6BO","United Kingdom","England","Gloucester","Station Road",7979393780,"B1312000128961","Home"
"A1118000661976","SRR5QX","United Kingdom","England","Stoke on Trent","Church Road",7630679835,"B1312000122884","Home"
"A1118000556233","DRK9GD","United Kingdom","England","Derby","Station Road",7365601661,"B1312000558855","Work"
"A1118000181633","SLA7GO","United Kingdom","England","Sheffield","Station Road",7457740947,"B1312000181633","Work"
"A1118000561978","CAW5TW","United Kingdom","England","Chester","Park Avenue",7149471722,"B1312000742601","Home"
"A1118000198811","BQB2EX","United Kingdom","Northern Ireland","Bangor","Station Road",7660139805,"B1312000065322","Work"
"A1118000590634","BIS1OH","United Kingdom","Northern Ireland","Belfast","Station Road",7999176660,"B1312000720536","Work"
"A1118000413193","NYP4RB","United Kingdom","England","Nottingham","Station Road",7490356910,"B1312000316565","Work"
