"product_id","product_name","in_stock","available_units","price","seller_id","category_id","order_date","order_status","payment_type","buyer_id","address_type","first_name","last_name","email","password","user_type","expiry_date","shipping","delivery_date","remaining_available_units"
"P1812000461360","Trendy Couch","yes",163,4.99,"S1212000055964","C1912000007217",2022-09-10 09:30:49.156456,"Delivered","Card","B1312000364718","Home","Annetta","Shanina","Annetta.Shanina@hotmail.com","6beb9f0f7716ccc9d3e49758c1244c41155bfeb448e286155153384a031f2b84","Premium",2024-09-26,0,2022-09-10 09:30:51.156456,NA
"P1812000324544","Trendy Baby Stroller","yes",231,2.99,"S1212000068705","C1912000008398",2022-09-10 09:30:49.156456,"Delivered","Card","B1312000364718","Home","Annetta","Shanina","Annetta.Shanina@hotmail.com","6beb9f0f7716ccc9d3e49758c1244c41155bfeb448e286155153384a031f2b84","Premium",2024-09-26,0,2022-09-10 09:30:51.156456,NA
"P1812000412889","Elegant Calculator","yes",497,1.99,"S1212000169599","C1912000011113",2022-09-10 09:39:17.823542,"Delivered","Cash","B1312000511402","Home","Charly","Liasia","Charly.Liasia@yahoo.com","7a08db9f56ff598d399b0b424e274589641f4cc4afc1b1640ca4ca013ca8fe9e","VIP",2025-03-09,0,2022-09-10 09:39:18.823542,NA
"P1812000034943","Innovative Fitness Tracker","yes",247,4.99,"S1212000196809","C1912000006917",2022-09-10 09:39:17.823542,"Delivered","Cash","B1312000511402","Home","Charly","Liasia","Charly.Liasia@yahoo.com","7a08db9f56ff598d399b0b424e274589641f4cc4afc1b1640ca4ca013ca8fe9e","VIP",2025-03-09,0,2022-09-10 09:39:18.823542,NA
"P1812000187732","Innovative Headphones","yes",209,44.99,"S1212000045323","C1912000005294",2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work","Joscelin","Zaniah","Joscelin.Zaniah@hotmail.com","367c38eb5517214767e71bbcc3ee609ea744f6c7b680371a2048eeece0b893b0","Basic",2024-04-06,NA,2022-09-10 09:54:22.402236,NA
"P1812000308448","Sleek Gaming Console","yes",379,42.99,"S1212000012473","C1912000005294",2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work","Joscelin","Zaniah","Joscelin.Zaniah@hotmail.com","367c38eb5517214767e71bbcc3ee609ea744f6c7b680371a2048eeece0b893b0","Basic",2024-04-06,NA,2022-09-10 09:54:22.402236,NA
"P1812000076851","Durable Jacket","yes",402,3.99,"S1212000004625","C1912000009328",2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work","Joscelin","Zaniah","Joscelin.Zaniah@hotmail.com","367c38eb5517214767e71bbcc3ee609ea744f6c7b680371a2048eeece0b893b0","Basic",2024-04-06,NA,2022-09-10 09:54:22.402236,NA
"P1812000219251","Fashionable Hand Mixer","yes",117,30.99,"S1212000029689","C1912000001514",2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work","Joscelin","Zaniah","Joscelin.Zaniah@hotmail.com","367c38eb5517214767e71bbcc3ee609ea744f6c7b680371a2048eeece0b893b0","Basic",2024-04-06,NA,2022-09-10 09:54:22.402236,NA
"P1812000118825","Advanced Vacuum Cleaner","yes",135,22.99,"S1212000143425","C1912000001514",2022-09-10 09:54:19.402236,"Cancelled","Card","B1312000362336","Work","Joscelin","Zaniah","Joscelin.Zaniah@hotmail.com","367c38eb5517214767e71bbcc3ee609ea744f6c7b680371a2048eeece0b893b0","Basic",2024-04-06,NA,2022-09-10 09:54:22.402236,NA
"P1812000363264","Reliable Headphones","yes",400,41.99,"S1212000095770","C1912000005294",2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work","Debbie","Roshell","Debbie.Roshell@hotmail.com","943be5e82a3917b9ee7e887401185d41caa229668722ce4f8930ea26e202036f","VIP",2024-04-01,0,2022-09-10 11:10:47.934686,NA
"P1812000361138","Versatile Bed","yes",396,3.99,"S1212000199527","C1912000007217",2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work","Debbie","Roshell","Debbie.Roshell@hotmail.com","943be5e82a3917b9ee7e887401185d41caa229668722ce4f8930ea26e202036f","VIP",2024-04-01,0,2022-09-10 11:10:47.934686,NA
"P1812000485154","Comfortable Television","yes",351,46.99,"S1212000078473","C1912000005294",2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work","Debbie","Roshell","Debbie.Roshell@hotmail.com","943be5e82a3917b9ee7e887401185d41caa229668722ce4f8930ea26e202036f","VIP",2024-04-01,0,2022-09-10 11:10:47.934686,NA
"P1812000240826","Sleek Sunglasses","yes",166,6.99,"S1212000083168","C1912000013764",2022-09-10 11:10:46.934686,"Delivered","Card","B1312000609267","Work","Debbie","Roshell","Debbie.Roshell@hotmail.com","943be5e82a3917b9ee7e887401185d41caa229668722ce4f8930ea26e202036f","VIP",2024-04-01,0,2022-09-10 11:10:47.934686,NA
"P1812000438593","Robust Air Purifier","yes",303,37.99,"S1212000140254","C1912000001514",2022-09-10 12:50:46.929339,"Cancelled","Card","B1312000057252","Home","Carsen","Buddy","Carsen.Buddy@aol.com","16012a61d123f74535c46fcee9d6539bb076c55c4352bb13826551e63f109fa5","VIP",2024-07-27,0,2022-09-10 12:50:47.929339,NA
"P1812000185183","Elegant Sneakers","yes",262,2.99,"S1212000004625","C1912000009328",2022-09-10 12:50:46.929339,"Cancelled","Card","B1312000057252","Home","Carsen","Buddy","Carsen.Buddy@aol.com","16012a61d123f74535c46fcee9d6539bb076c55c4352bb13826551e63f109fa5","VIP",2024-07-27,0,2022-09-10 12:50:47.929339,NA
"P1812000023125","Futuristic Headphones","yes",340,59.99,"S1212000007217","C1912000005294",2022-09-10 12:50:46.929339,"Cancelled","Card","B1312000057252","Home","Carsen","Buddy","Carsen.Buddy@aol.com","16012a61d123f74535c46fcee9d6539bb076c55c4352bb13826551e63f109fa5","VIP",2024-07-27,0,2022-09-10 12:50:47.929339,NA
"P1812000241445","Eco-Friendly Backpack","yes",292,3.99,"S1212000049680","C1912000009328",2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home","Rocio","Antony","Rocio.Antony@outlook.com","e5b2c0a9d795e850c0320bcc8a8ee73b6cd382a82451756ff4027b0049b492f3","VIP",2024-06-12,0,2022-09-10 13:30:52.48405,NA
"P1812000269597","Eco-Friendly Washing Machine","yes",251,34.99,"S1212000106989","C1912000001514",2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home","Rocio","Antony","Rocio.Antony@outlook.com","e5b2c0a9d795e850c0320bcc8a8ee73b6cd382a82451756ff4027b0049b492f3","VIP",2024-06-12,0,2022-09-10 13:30:52.48405,NA
"P1812000044920","Practical Jacket","yes",330,2.99,"S1212000145379","C1912000009328",2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home","Rocio","Antony","Rocio.Antony@outlook.com","e5b2c0a9d795e850c0320bcc8a8ee73b6cd382a82451756ff4027b0049b492f3","VIP",2024-06-12,0,2022-09-10 13:30:52.48405,NA
"P1812000498487","Premium Notebook","yes",163,2.99,"S1212000169599","C1912000011113",2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home","Rocio","Antony","Rocio.Antony@outlook.com","e5b2c0a9d795e850c0320bcc8a8ee73b6cd382a82451756ff4027b0049b492f3","VIP",2024-06-12,0,2022-09-10 13:30:52.48405,NA
"P1812000277262","Compact Mattress","yes",115,3.99,"S1212000055964","C1912000007217",2022-09-10 13:30:51.48405,"Cancelled","Card","B1312000136713","Home","Rocio","Antony","Rocio.Antony@outlook.com","e5b2c0a9d795e850c0320bcc8a8ee73b6cd382a82451756ff4027b0049b492f3","VIP",2024-06-12,0,2022-09-10 13:30:52.48405,NA
"P1812000186622","Fashionable Desk","yes",114,4.99,"S1212000055964","C1912000007217",2022-09-10 13:38:57.019397,"Cancelled","Cash","B1312000448269","Work","Adele","Vy","Adele.Vy@aol.com","463f329721b57d47423b6fd0b30d0939a876ed38468bde45915698c14526cc00","Basic",2025-01-22,10,2022-09-10 13:39:00.019397,NA
"P1812000207644","Ergonomic Dining Table","yes",30,2.99,"S1212000192805","C1912000007217",2022-09-10 13:38:57.019397,"Cancelled","Cash","B1312000448269","Work","Adele","Vy","Adele.Vy@aol.com","463f329721b57d47423b6fd0b30d0939a876ed38468bde45915698c14526cc00","Basic",2025-01-22,10,2022-09-10 13:39:00.019397,NA
"P1812000050171","Portable Vacuum Cleaner","yes",194,23.99,"S1212000029689","C1912000001514",2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work","Sammie","Adelia","Sammie.Adelia@yahoo.com","67bcaf1dad5982ec1a06f9face0e1afce4805a85ae782875d77fb56750dba671","Premium",2024-05-25,0,2022-09-10 15:51:24.387425,NA
"P1812000333582","Comfortable Baby Monitor","yes",433,2.99,"S1212000068705","C1912000008398",2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work","Sammie","Adelia","Sammie.Adelia@yahoo.com","67bcaf1dad5982ec1a06f9face0e1afce4805a85ae782875d77fb56750dba671","Premium",2024-05-25,0,2022-09-10 15:51:24.387425,NA
"P1812000266652","Compact Blender","yes",295,25.99,"S1212000113277","C1912000001514",2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work","Sammie","Adelia","Sammie.Adelia@yahoo.com","67bcaf1dad5982ec1a06f9face0e1afce4805a85ae782875d77fb56750dba671","Premium",2024-05-25,0,2022-09-10 15:51:24.387425,NA
"P1812000464425","Powerful Razor","yes",174,2.99,"S1212000058393","C1912000002562",2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work","Sammie","Adelia","Sammie.Adelia@yahoo.com","67bcaf1dad5982ec1a06f9face0e1afce4805a85ae782875d77fb56750dba671","Premium",2024-05-25,0,2022-09-10 15:51:24.387425,NA
"P1812000152438","Futuristic Baby Stroller","yes",155,2.99,"S1212000079917","C1912000008398",2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work","Sammie","Adelia","Sammie.Adelia@yahoo.com","67bcaf1dad5982ec1a06f9face0e1afce4805a85ae782875d77fb56750dba671","Premium",2024-05-25,0,2022-09-10 15:51:24.387425,NA
"P1812000154921","Trendy Mattress","yes",328,4.99,"S1212000055964","C1912000007217",2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work","Sammie","Adelia","Sammie.Adelia@yahoo.com","67bcaf1dad5982ec1a06f9face0e1afce4805a85ae782875d77fb56750dba671","Premium",2024-05-25,0,2022-09-10 15:51:24.387425,NA
"P1812000489731","Elegant Face Cream","yes",165,3.99,"S1212000067215","C1912000002562",2022-09-10 15:51:22.387425,"Delivered","Cash","B1312000322880","Work","Sammie","Adelia","Sammie.Adelia@yahoo.com","67bcaf1dad5982ec1a06f9face0e1afce4805a85ae782875d77fb56750dba671","Premium",2024-05-25,0,2022-09-10 15:51:24.387425,NA
"P1812000201349","Innovative Razor","yes",475,3.99,"S1212000102579","C1912000002562",2022-09-10 19:18:45.969659,"Cancelled","Card","B1312000280677","Home","Aryanna","Sherrol","Aryanna.Sherrol@hotmail.com","352cdcebc1848aa2656468ac4aa027798c3e46660569f0cead2a232df50c857c","Basic",2024-06-14,10,2022-09-10 19:18:48.969659,NA
"P1812000024618","Innovative Alarm Clock","yes",201,3.99,"S1212000199527","C1912000007217",2022-09-10 19:18:45.969659,"Cancelled","Card","B1312000280677","Home","Aryanna","Sherrol","Aryanna.Sherrol@hotmail.com","352cdcebc1848aa2656468ac4aa027798c3e46660569f0cead2a232df50c857c","Basic",2024-06-14,10,2022-09-10 19:18:48.969659,NA
"P1812000178263","Dynamic Dress","yes",240,6.99,"S1212000011113","C1912000013764",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000344890","Fashionable Toy","yes",271,2.99,"S1212000079917","C1912000008398",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000116709","Stylish Couch","yes",75,3.99,"S1212000108184","C1912000007217",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000159688","Robust Toy","yes",63,1.99,"S1212000079917","C1912000008398",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000080133","Fashionable Perfume","yes",23,2.99,"S1212000069873","C1912000002562",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000243567","Robust Television","yes",177,63.99,"S1212000012473","C1912000005294",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000446400","Efficient Smartwatch","yes",192,42.99,"S1212000023125","C1912000010343",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000050171","Portable Vacuum Cleaner","yes",194,23.99,"S1212000029689","C1912000001514",2022-09-10 19:32:22.014518,"Delivered","Cash","B1312000083168","Work","Gabrial","Merline","Gabrial.Merline@outlook.com","e6f043c3b12ef044e834c9b5ca6875e5ad7dcc56b67cf9a827e72dad9d3afafc","Basic",2024-11-28,NA,2022-09-10 19:32:25.014518,NA
"P1812000152438","Futuristic Baby Stroller","yes",155,2.99,"S1212000079917","C1912000008398",2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work","Corene","Marty","Corene.Marty@yahoo.com","a7d689575bfeb2a0587cfb367e0e101e9caceec5799acf2850049e26449093d1","VIP",2024-10-08,0,2022-09-10 20:10:16.68742,NA
"P1812000306567","Modern Vacuum Cleaner","yes",296,35.99,"S1212000140254","C1912000001514",2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work","Corene","Marty","Corene.Marty@yahoo.com","a7d689575bfeb2a0587cfb367e0e101e9caceec5799acf2850049e26449093d1","VIP",2024-10-08,0,2022-09-10 20:10:16.68742,NA
"P1812000248456","Eco-Friendly Notebook","yes",363,2.99,"S1212000109264","C1912000011113",2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work","Corene","Marty","Corene.Marty@yahoo.com","a7d689575bfeb2a0587cfb367e0e101e9caceec5799acf2850049e26449093d1","VIP",2024-10-08,0,2022-09-10 20:10:16.68742,NA
"P1812000032970","Stylish Bed","yes",224,3.99,"S1212000199527","C1912000007217",2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work","Corene","Marty","Corene.Marty@yahoo.com","a7d689575bfeb2a0587cfb367e0e101e9caceec5799acf2850049e26449093d1","VIP",2024-10-08,0,2022-09-10 20:10:16.68742,NA
"P1812000134250","Compact Baby Monitor","yes",264,2.99,"S1212000079917","C1912000008398",2022-09-10 20:10:15.68742,"Cancelled","Cash","B1312000069873","Work","Corene","Marty","Corene.Marty@yahoo.com","a7d689575bfeb2a0587cfb367e0e101e9caceec5799acf2850049e26449093d1","VIP",2024-10-08,0,2022-09-10 20:10:16.68742,NA
"P1812000476451","Modern Baby Monitor","yes",224,2.99,"S1212000079917","C1912000008398",2022-09-10 22:03:39.821647,"Delivered","Card","B1312000583158","Home","Dalal","Phebe","Dalal.Phebe@yahoo.com","27df2cc2c7ef1642ce05bec44b41c768c61df39f96e57b51ce9a300ad98c37e1","VIP",2024-04-16,0,2022-09-10 22:03:40.821647,NA
"P1812000062530","User-Friendly Curtains","yes",167,3.99,"S1212000199527","C1912000007217",2022-09-10 22:03:39.821647,"Delivered","Card","B1312000583158","Home","Dalal","Phebe","Dalal.Phebe@yahoo.com","27df2cc2c7ef1642ce05bec44b41c768c61df39f96e57b51ce9a300ad98c37e1","VIP",2024-04-16,0,2022-09-10 22:03:40.821647,NA
"P1812000442147","Fashionable Dining Table","yes",326,2.99,"S1212000108184","C1912000007217",2022-09-10 22:20:28.326436,"Cancelled","Cash","B1312000634323","Home","Maurese","Rosalie","Maurese.Rosalie@aol.com","b2326e736aaf243e419fabb934d9857891b611231efa6168b2415ec0c83aac03","Premium",2024-11-24,0,2022-09-10 22:20:30.326436,NA
"P1812000169599","Innovative Headphones","yes",40,52.99,"S1212000007217","C1912000005294",2022-09-11 00:33:20.454589,"Delivered","Cash","B1312000058393","Home","Cyntha","Brookie","Cyntha.Brookie@outlook.com","05657fbd2a942cb36a23387c12e69bc57ae4f786acdbcc45b3645165a949b576","Basic",2024-09-12,10,2022-09-11 00:33:23.454589,NA
"P1812000117429","Robust Curtains","yes",417,3.99,"S1212000192805","C1912000007217",2022-09-11 00:33:20.454589,"Delivered","Cash","B1312000058393","Home","Cyntha","Brookie","Cyntha.Brookie@outlook.com","05657fbd2a942cb36a23387c12e69bc57ae4f786acdbcc45b3645165a949b576","Basic",2024-09-12,10,2022-09-11 00:33:23.454589,NA
"P1812000493764","Flexible Fitness Tracker","yes",261,3.99,"S1212000003278","C1912000006917",2022-09-11 01:36:58.987649,"Cancelled","Card","B1312000693431","Home","Dicy","Cameo","Dicy.Cameo@outlook.com","808725dec41bb84e6032a54cbf4184541fa4df3097097c5c56832c72542d8e69","Basic",2024-11-15,10,2022-09-11 01:37:01.987649,NA
"P1812000113277","Stylish Shirt","yes",357,2.99,"S1212000049680","C1912000009328",2022-09-11 01:36:58.987649,"Cancelled","Card","B1312000693431","Home","Dicy","Cameo","Dicy.Cameo@outlook.com","808725dec41bb84e6032a54cbf4184541fa4df3097097c5c56832c72542d8e69","Basic",2024-11-15,10,2022-09-11 01:37:01.987649,NA
"P1812000106989","Dynamic Speaker","yes",25,56.99,"S1212000100582","C1912000005294",2022-09-11 01:36:58.987649,"Cancelled","Card","B1312000693431","Home","Dicy","Cameo","Dicy.Cameo@outlook.com","808725dec41bb84e6032a54cbf4184541fa4df3097097c5c56832c72542d8e69","Basic",2024-11-15,10,2022-09-11 01:37:01.987649,NA
"P1812000298787","Innovative Sunglasses","yes",118,5.99,"S1212000110747","C1912000013764",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000386523","High-Quality Baby Monitor","yes",156,1.99,"S1212000079917","C1912000008398",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000349833","Sustainable Television","yes",455,69.99,"S1212000007217","C1912000005294",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000396692","Eco-Friendly Makeup Kit","yes",351,2.99,"S1212000018190","C1912000002562",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000320687","Sleek Razor","yes",130,2.99,"S1212000082112","C1912000002562",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000244608","Sleek Smartwatch","yes",155,39.99,"S1212000056958","C1912000010343",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000437358","Eco-Friendly Mattress","yes",284,3.99,"S1212000199527","C1912000007217",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000088377","High-Quality Notebook","yes",278,1.99,"S1212000171443","C1912000011113",2022-09-11 02:22:39.873607,"Cancelled","Cash","B1312000559105","Home","Elwood","Harris","Elwood.Harris@aol.com","bdc5d7fe08ed8a99b8b99270cecf68a40698d10cefcdfb1da2da5ef1eb16666a","VIP",2024-09-26,0,2022-09-11 02:22:40.873607,NA
"P1812000350684","Portable Hand Mixer","yes",475,25.99,"S1212000106989","C1912000001514",2022-09-11 03:18:01.34501,"Delivered","Cash","B1312000711733","Home","Jabe","Wanda","Jabe.Wanda@aol.com","6fd7502dcd1c5847c968b112d7638e5be505ebea2569f138a2bd343c07cea3d1","VIP",2025-01-29,0,2022-09-11 03:18:02.34501,NA
"P1812000086508","Eco-Friendly Perfume","yes",89,3.99,"S1212000018190","C1912000002562",2022-09-11 03:18:01.34501,"Delivered","Cash","B1312000711733","Home","Jabe","Wanda","Jabe.Wanda@aol.com","6fd7502dcd1c5847c968b112d7638e5be505ebea2569f138a2bd343c07cea3d1","VIP",2025-01-29,0,2022-09-11 03:18:02.34501,NA
"P1812000035242","Powerful Gym Equipment","yes",420,3.99,"S1212000117429","C1912000006917",2022-09-11 03:18:01.34501,"Delivered","Cash","B1312000711733","Home","Jabe","Wanda","Jabe.Wanda@aol.com","6fd7502dcd1c5847c968b112d7638e5be505ebea2569f138a2bd343c07cea3d1","VIP",2025-01-29,0,2022-09-11 03:18:02.34501,NA
"P1812000312276","Robust Backpack","yes",489,3.99,"S1212000049680","C1912000009328",2022-09-11 03:41:22.239805,"Cancelled","Card","B1312000328521","Work","Merriam","Camie","Merriam.Camie@gmail.com","4b3affe2be8b0aa07c17af5a47f8b2b4ebc497737bfffe343b6314c576aaccd3","Basic",2025-02-05,10,2022-09-11 03:41:25.239805,NA
"P1812000216672","Practical Smartwatch","yes",210,35.99,"S1212000062530","C1912000010343",2022-09-11 03:41:22.239805,"Cancelled","Card","B1312000328521","Work","Merriam","Camie","Merriam.Camie@gmail.com","4b3affe2be8b0aa07c17af5a47f8b2b4ebc497737bfffe343b6314c576aaccd3","Basic",2025-02-05,10,2022-09-11 03:41:25.239805,NA
"P1812000339422","Elegant Smartphone","yes",136,47.99,"S1212000023125","C1912000010343",2022-09-11 03:41:22.239805,"Cancelled","Card","B1312000328521","Work","Merriam","Camie","Merriam.Camie@gmail.com","4b3affe2be8b0aa07c17af5a47f8b2b4ebc497737bfffe343b6314c576aaccd3","Basic",2025-02-05,10,2022-09-11 03:41:25.239805,NA
"P1812000117429","Robust Curtains","yes",417,3.99,"S1212000192805","C1912000007217",2022-09-11 03:41:22.239805,"Cancelled","Card","B1312000328521","Work","Merriam","Camie","Merriam.Camie@gmail.com","4b3affe2be8b0aa07c17af5a47f8b2b4ebc497737bfffe343b6314c576aaccd3","Basic",2025-02-05,10,2022-09-11 03:41:25.239805,NA
"P1812000149942","Dynamic Laptop","yes",203,33.99,"S1212000107946","C1912000004625",2022-09-11 04:34:28.783817,"Delivered","Card","B1312000448269","Work","Adele","Vy","Adele.Vy@aol.com","463f329721b57d47423b6fd0b30d0939a876ed38468bde45915698c14526cc00","Basic",2025-01-22,10,2022-09-11 04:34:31.783817,NA
"P1812000186622","Fashionable Desk","yes",114,4.99,"S1212000055964","C1912000007217",2022-09-11 04:34:28.783817,"Delivered","Card","B1312000448269","Work","Adele","Vy","Adele.Vy@aol.com","463f329721b57d47423b6fd0b30d0939a876ed38468bde45915698c14526cc00","Basic",2025-01-22,10,2022-09-11 04:34:31.783817,NA
"P1812000165868","Eco-Friendly Tablet","yes",298,3.99,"S1212000055964","C1912000007217",2022-09-11 04:34:28.783817,"Delivered","Card","B1312000448269","Work","Adele","Vy","Adele.Vy@aol.com","463f329721b57d47423b6fd0b30d0939a876ed38468bde45915698c14526cc00","Basic",2025-01-22,10,2022-09-11 04:34:31.783817,NA
"P1812000228726","Compact Earphones","yes",453,58.99,"S1212000100582","C1912000005294",2022-09-11 05:26:29.227664,"Delivered","Cash","B1312000442147","Home","Terriona","Shamekka","Terriona.Shamekka@aol.com","2cf57271110a3401e46d781a06144a2ad532b9c1adfdfffe195b4e5b6bfd12af","Premium",2024-07-04,0,2022-09-11 05:26:31.227664,NA
"P1812000405463","Trendy Face Cream","yes",488,2.99,"S1212000018190","C1912000002562",2022-09-11 05:26:29.227664,"Delivered","Cash","B1312000442147","Home","Terriona","Shamekka","Terriona.Shamekka@aol.com","2cf57271110a3401e46d781a06144a2ad532b9c1adfdfffe195b4e5b6bfd12af","Premium",2024-07-04,0,2022-09-11 05:26:31.227664,NA
"P1812000313485","Sleek Gym Equipment","yes",489,4.99,"S1212000135765","C1912000006917",2022-09-11 05:26:29.227664,"Delivered","Cash","B1312000442147","Home","Terriona","Shamekka","Terriona.Shamekka@aol.com","2cf57271110a3401e46d781a06144a2ad532b9c1adfdfffe195b4e5b6bfd12af","Premium",2024-07-04,0,2022-09-11 05:26:31.227664,NA
"P1812000491403","Fashionable Television","yes",500,58.99,"S1212000078473","C1912000005294",2022-09-11 05:26:29.227664,"Delivered","Cash","B1312000442147","Home","Terriona","Shamekka","Terriona.Shamekka@aol.com","2cf57271110a3401e46d781a06144a2ad532b9c1adfdfffe195b4e5b6bfd12af","Premium",2024-07-04,0,2022-09-11 05:26:31.227664,NA
"P1812000084994","Sleek Smartphone","yes",46,60.99,"S1212000062530","C1912000010343",2022-09-11 05:26:29.227664,"Delivered","Cash","B1312000442147","Home","Terriona","Shamekka","Terriona.Shamekka@aol.com","2cf57271110a3401e46d781a06144a2ad532b9c1adfdfffe195b4e5b6bfd12af","Premium",2024-07-04,0,2022-09-11 05:26:31.227664,NA
"P1812000206480","Fashionable Gaming Console","yes",59,55.99,"S1212000100582","C1912000005294",2022-09-11 05:26:29.227664,"Delivered","Cash","B1312000442147","Home","Terriona","Shamekka","Terriona.Shamekka@aol.com","2cf57271110a3401e46d781a06144a2ad532b9c1adfdfffe195b4e5b6bfd12af","Premium",2024-07-04,0,2022-09-11 05:26:31.227664,NA
